TIME,SEGMENT_ID,SPEED,STREET,DIRECTION,FROM,TO,LENGTH,HEADING,COMMENTS,BUSCOUNT,MESSAGECOUNT,HOUR,DAYOFWEEK,MONTH,RECORDID,LATITUDE,LONGITUDE,ENDLATITUDE,ENDLONGITUDE,STARTLOCATION,ENDLOCATION,Wards
3/21/2018 17:31,1133,23,Cicero,SB,Cermak,31st,1,S,Outside City Limits,3,17,17,4,3,1133-201803212231,41.85124519,-87.74443372,41.8367474,-87.74393181,POINT (-87.7444337191 41.8512451897),POINT (-87.7439318058 41.8367473974),
3/21/2018 17:31,1134,20,Cicero,SB,Roosevelt,Cermak,1.02,S,Outside City Limits,2,24,17,4,3,1134-201803212231,41.86596274,-87.7449852,41.85124519,-87.74443372,POINT (-87.7449852043 41.8659627382),POINT (-87.7444337191 41.8512451897),7
3/21/2018 17:31,1153,14,Harlem,NB,Forest Preserve Ave,Gunnison,1,N,Outside City Limits,3,11,17,4,3,1153-201803212231,41.95381382,-87.80714975,41.96834367,-87.80698239,POINT (-87.8071497455 41.9538138239),POINT (-87.8069823878 41.9683436725),19
3/21/2018 17:31,1211,36,Halsted,NB,51st,47th,0.5,S,,1,5,17,4,3,1211-201803212231,41.801585,-87.645156,41.808864,-87.645349,POINT (-87.645156 41.801585),POINT (-87.645349 41.808864),4
3/21/2018 17:31,1212,35,Halsted,NB,47th,43rd,0.5,S,,1,5,17,4,3,1212-201803212231,41.808864,-87.645349,41.816184,-87.645535,POINT (-87.645349 41.808864),POINT (-87.645535 41.816184),48
3/21/2018 17:31,1213,27,Halsted,NB,43rd,Pershing,0.5,S,,4,16,17,4,3,1213-201803212231,41.816184,-87.645535,41.823458,-87.645736,POINT (-87.645535 41.816184),POINT (-87.645736 41.823458),48
3/21/2018 17:31,1214,23,Halsted,NB,Pershing,35th,0.5,S,,2,17,17,4,3,1214-201803212231,41.823458,-87.645736,41.83075,-87.645915,POINT (-87.645736 41.823458),POINT (-87.645915 41.83075),48
3/21/2018 17:31,1215,18,Halsted,NB,35th,31st,0.5,S,,3,15,17,4,3,1215-201803212231,41.83075,-87.645915,41.838046,-87.646086,POINT (-87.645915 41.83075),POINT (-87.646086 41.838046),48
3/21/2018 17:31,1216,17,Halsted,NB,31st,Archer,0.63,S,,4,40,17,4,3,1216-201803212231,41.838046,-87.646086,41.847196,-87.646297,POINT (-87.646086 41.838046),POINT (-87.646297 41.847196),48
3/21/2018 17:31,1217,23,Halsted,NB,Archer,Cermak,0.4,S,,2,9,17,4,3,1217-201803212231,41.847196,-87.646297,41.852646,-87.646305,POINT (-87.646297 41.847196),POINT (-87.646305 41.852646),48
3/21/2018 17:31,1218,12,Halsted,NB,Cermak,16th,0.5,S,,4,18,17,4,3,1218-201803212231,41.852646,-87.646305,41.859912,-87.646517,POINT (-87.646305 41.852646),POINT (-87.646517 41.859912),48
3/21/2018 17:31,1219,8,Halsted,NB,16th,Roosevelt,0.5,S,,5,39,17,4,3,1219-201803212231,41.859912,-87.646517,41.867152,-87.646729,POINT (-87.646517 41.859912),POINT (-87.646729 41.867152),48
3/21/2018 17:31,1220,20,Halsted,NB,Roosevelt,Harrison,0.5,S,,3,23,17,4,3,1220-201803212231,41.867152,-87.646729,41.874338,-87.646935,POINT (-87.646729 41.867152),POINT (-87.646935 41.874338),48
3/21/2018 17:31,1300,12,Jackson,EB,Halsted,Wacker,0.54,W,Oneway EB,16,102,17,4,3,1300-201803212231,41.877947,-87.647241,41.878077,-87.636914,POINT (-87.647241 41.877947),POINT (-87.636914 41.878077),46
3/21/2018 17:31,1303,19,Balbo,WB,LakeShore Dr,Michigan,0.52,E,,5,21,17,4,3,1303-201803212231,41.873356,-87.617312,41.873192,-87.627565,POINT (-87.617312 41.873356),POINT (-87.627565 41.873192),36
3/21/2018 17:31,1304,14,Harrison,EB,Halsted,Canal,0.4,W,,6,46,17,4,3,1304-201803212231,41.874238,-87.647125,41.874238,-87.639487,POINT (-87.647125 41.874238),POINT (-87.639487 41.874238),48
3/21/2018 17:31,1305,13,Harrison,WB,State,Canal,0.6,W,,4,25,17,4,3,1305-201803212231,41.874652,-87.627611,41.874538,-87.639487,POINT (-87.627611 41.874652),POINT (-87.639487 41.874538),10
3/21/2018 17:31,1306,24,Clark,NB,Roosevelt,Harrison,0.5,S,,1,2,17,4,3,1306-201803212231,41.867374,-87.630336,41.874521,-87.630574,POINT (-87.630336 41.867374),POINT (-87.630574 41.874521),9
3/21/2018 17:31,1307,20,Clark,SB,Harrison,Roosevelt,0.5,S,,4,19,17,4,3,1307-201803212231,41.874521,-87.630774,41.867374,-87.630536,POINT (-87.630774 41.874521),POINT (-87.630536 41.867374),10
3/21/2018 17:31,1308,12,Harrison,EB,Canal,State,0.6,W,,2,13,17,4,3,1308-201803212231,41.874238,-87.639487,41.874452,-87.627611,POINT (-87.639487 41.874238),POINT (-87.627611 41.874452),26
3/21/2018 17:31,1309,12,Harrison,WB,Canal,Halsted,0.4,W,,3,13,17,4,3,1309-201803212231,41.874538,-87.639487,41.874438,-87.647125,POINT (-87.639487 41.874538),POINT (-87.647125 41.874438),26
3/21/2018 17:31,974,23,Pershing,WB,Damen,Western,0.5,W,,1,8,17,4,3,0974-201803212231,41.82324972,-87.67507424,41.82317531,-87.6849,POINT (-87.67507424 41.82324972),POINT (-87.6849 41.82317531),33
3/21/2018 17:31,975,23,Pershing,WB,Ashland,Damen,0.5,W,,1,6,17,4,3,0975-201803212231,41.82327531,-87.66551,41.82324972,-87.67507424,POINT (-87.66551 41.82327531),POINT (-87.67507424 41.82324972),33
3/21/2018 17:31,1132,26,Cicero,SB,31st,Pershing,1.01,S,Outside City Limits,1,10,17,4,3,1132-201803212231,41.8367474,-87.74393181,41.82214155,-87.74377227,POINT (-87.7439318058 41.8367473974),POINT (-87.7437722696 41.8221415535),16
3/21/2018 17:31,1170,25,Harlem,SB,Chicago,Madison,1.01,N,Outside City Limits,1,7,17,4,3,1170-201803212231,41.8942683,-87.80550079,41.87969928,-87.80494881,POINT (-87.8055007941 41.8942683013),POINT (-87.8049488066 41.8796992839),5
3/21/2018 17:31,1171,25,Harlem,SB,North Ave,Chicago,1.01,N,Outside City Limits,1,15,17,4,3,1171-201803212231,41.90885603,-87.80595365,41.8942683,-87.80550079,POINT (-87.8059536529 41.9088560337),POINT (-87.8055007941 41.8942683013),5
3/21/2018 17:31,1172,18,Harlem,SB,Gunnison,Forest Preserve Ave,1,N,Outside City Limits,1,15,17,4,3,1172-201803212231,41.96834367,-87.80738239,41.95381382,-87.80754975,POINT (-87.8073823878 41.9683436725),POINT (-87.8075497455 41.9538138239),5
3/21/2018 17:31,1173,-1,Indiana,NB,130th,127th,0.3,S,Outside City Limits,0,0,17,4,3,1173-201803212231,41.65910629,-87.61827045,41.66337931,-87.61748652,POINT (-87.618270448 41.6591062937),POINT (-87.6174865167 41.663379309),5
3/21/2018 17:31,1178,21,57th,EB,Stony Island,Lake Shore Dr,0.37,E,,2,2,17,4,3,1178-201803212231,41.79250567,-87.58389078,41.79228062,-87.58030282,POINT (-87.5838907781 41.7925056725),POINT (-87.5803028186 41.7922806244),5
3/21/2018 17:31,1181,24,57th,WB,Lake Shore Dr,Stony Island,0.37,E,,1,2,17,4,3,1181-201803212231,41.79255503,-87.58029961,41.79278008,-87.58388758,POINT (-87.5802996067 41.7925550314),POINT (-87.5838875815 41.7927800797),16
3/21/2018 17:31,1182,16,Broadway,NB,Hollywood,Devon,0.88,N,,2,27,17,4,3,1182-201803212231,41.98546135,-87.65994165,41.99820756,-87.66017285,POINT (-87.6599416534 41.9854613518),POINT (-87.6601728465 41.9982075605),16
3/21/2018 17:31,1183,19,Sheridan,NB,Devon,Pratt,0.52,N,,2,15,17,4,3,1183-201803212231,41.99820756,-87.66017285,42.00553898,-87.66073575,POINT (-87.6601728465 41.9982075605),POINT (-87.6607357537 42.0055389804),5
3/21/2018 17:31,1184,20,Sheridan,NB,Pratt,Touhy,0.52,N,,3,9,17,4,3,1184-201803212231,42.00553898,-87.66073575,42.01282886,-87.66326941,POINT (-87.6607357537 42.0055389804),POINT (-87.6632694105 42.0128288601),5
3/21/2018 17:31,1185,16,Broadway,SB,Devon,Hollywood,0.88,N,,1,14,17,4,3,1185-201803212231,41.99820972,-87.66057285,41.98546351,-87.66030944,POINT (-87.6605728465 41.9982097226),POINT (-87.6603094445 41.9854635087),5
3/21/2018 17:31,1186,12,Sheridan,SB,Pratt,Devon,0.52,N,,4,19,17,4,3,1186-201803212231,42.00554114,-87.66110366,41.99820972,-87.66057285,POINT (-87.6611036606 42.0055411356),POINT (-87.6605728465 41.9982097226),5
3/21/2018 17:31,1187,20,Sheridan,SB,Touhy,Pratt,0.52,N,,3,25,17,4,3,1187-201803212231,42.01283101,-87.66363736,42.00554114,-87.66110366,POINT (-87.6636373596 42.0128310075),POINT (-87.6611036606 42.0055411356),5
3/21/2018 17:31,1188,12,Clark,NB,Ashland,Ridge,0.16,N,,2,9,17,4,3,1188-201803212231,41.98675189,-87.66952653,41.98969736,-87.66979977,POINT (-87.6695265292 41.9867518859),POINT (-87.6697997674 41.9896973587),16
3/21/2018 17:31,1189,-1,Clark,SB,Ridge,Ashland,0.16,N,,0,0,17,4,3,1189-201803212231,41.98969948,-87.67016758,41.987541,-87.66971,POINT (-87.6701675838 41.9896994841),POINT (-87.66971 41.987541),24
3/21/2018 17:31,1192,22,Dr Martin L King Jr,NB,24th,Cermak,0.25,S,,1,2,17,4,3,1192-201803212231,41.84934828,-87.61815866,41.85300071,-87.619411,POINT (-87.6181586591 41.8493482767),POINT (-87.619411 41.8530007099),10
3/21/2018 17:31,1193,19,Dr Martin L King Jr,SB,Cermak,24th,0.25,S,,4,8,17,4,3,1193-201803212231,41.85300299,-87.61922418,41.84935056,-87.61852567,POINT (-87.6192241821 41.8530029925),POINT (-87.6185256664 41.8493505614),9
3/21/2018 17:31,1264,20,Halsted,SB,Diversey,Fullerton,0.5,N,,1,9,17,4,3,1264-201803212231,41.932719,-87.6492,41.925454,-87.64895,POINT (-87.6492 41.932719),POINT (-87.64895 41.925454),25
3/21/2018 17:31,1265,16,Halsted,SB,Belmont,Diversey,0.5,N,,3,19,17,4,3,1265-201803212231,41.939979,-87.649457,41.932719,-87.6492,POINT (-87.649457 41.939979),POINT (-87.6492 41.932719),25
3/21/2018 17:31,1266,16,Halsted,SB,Addison,Belmont,0.5,N,,2,6,17,4,3,1266-201803212231,41.947316,-87.649676,41.939979,-87.649457,POINT (-87.649676 41.947316),POINT (-87.649457 41.939979),25
3/21/2018 17:31,1267,-1,Halsted,SB,Irving Park,Addison,0.5,N,,0,0,17,4,3,1267-201803212231,41.954562,-87.649889,41.947316,-87.649676,POINT (-87.649889 41.954562),POINT (-87.649676 41.947316),39
3/21/2018 17:31,1268,7,Indiana,SB,127th,130th,0.3,S,Outside City Limits,1,6,17,4,3,1268-201803212231,41.66330931,-87.617866,41.65900629,-87.618769,POINT (-87.617866 41.66330931),POINT (-87.618769 41.65900629),43
3/21/2018 17:31,1292,16,State,NB,Roosevelt,Congress,0.56,S,,7,44,17,4,3,1292-201803212231,41.867413,-87.627318,41.875639,-87.627518,POINT (-87.627318 41.867413),POINT (-87.627518 41.875639),9
3/21/2018 17:31,1293,16,State,SB,Congress,Roosevelt,0.56,S,,3,26,17,4,3,1293-201803212231,41.875639,-87.627718,41.867413,-87.627518,POINT (-87.627718 41.875639),POINT (-87.627518 41.867413),10
3/21/2018 17:31,1294,4,State,NB,Congress,Wacker,0.77,N,,13,140,17,4,3,1294-201803212231,41.875639,-87.627518,41.886813,-87.627876,POINT (-87.627518 41.875639),POINT (-87.627876 41.886813),10
3/21/2018 17:31,1295,13,State,SB,Wacker,Congress,0.77,N,,9,77,17,4,3,1295-201803212231,41.886813,-87.628076,41.875639,-87.627718,POINT (-87.628076 41.886813),POINT (-87.627718 41.875639),36
3/21/2018 17:31,1296,12,State,NB,Wacker,Chicago,0.68,N,,4,27,17,4,3,1296-201803212231,41.886813,-87.627876,41.896677,-87.628098,POINT (-87.627876 41.886813),POINT (-87.628098 41.896677),36
3/21/2018 17:31,1297,14,State,SB,Chicago,Wacker,0.68,N,,5,28,17,4,3,1297-201803212231,41.896677,-87.628298,41.886813,-87.628076,POINT (-87.628298 41.896677),POINT (-87.628076 41.886813),11
3/21/2018 17:31,1298,11,LaSalle,NB,Jackson,Wacker,0.6,N,,19,241,17,4,3,1298-201803212231,41.878134,-87.632157,41.886928,-87.632384,POINT (-87.632157 41.878134),POINT (-87.632384 41.886928),36
3/21/2018 17:31,1299,16,LaSalle,SB,Wacker,Jackson,0.6,N,,1,17,17,4,3,1299-201803212231,41.886928,-87.632584,41.878134,-87.632357,POINT (-87.632584 41.886928),POINT (-87.632357 41.878134),36
3/21/2018 17:31,1248,18,Halsted,SB,43rd,47th,0.5,S,,1,7,17,4,3,1248-201803212231,41.816184,-87.645915,41.808864,-87.645729,POINT (-87.645915 41.816184),POINT (-87.645729 41.808864),48
3/21/2018 17:31,1249,28,Halsted,SB,Pershing,43rd,0.5,S,,3,14,17,4,3,1249-201803212231,41.823458,-87.646116,41.816184,-87.645915,POINT (-87.646116 41.823458),POINT (-87.645915 41.816184),48
3/21/2018 17:31,1250,21,Halsted,SB,35th,Pershing,0.5,S,,3,16,17,4,3,1250-201803212231,41.83075,-87.646295,41.823458,-87.646116,POINT (-87.646295 41.83075),POINT (-87.646116 41.823458),48
3/21/2018 17:31,1251,15,Halsted,SB,31st,35th,0.5,S,,2,20,17,4,3,1251-201803212231,41.838046,-87.646466,41.83075,-87.646295,POINT (-87.646466 41.838046),POINT (-87.646295 41.83075),48
3/21/2018 17:31,1252,20,Halsted,SB,Archer,31st,0.63,S,,2,17,17,4,3,1252-201803212231,41.847196,-87.646677,41.838046,-87.646466,POINT (-87.646677 41.847196),POINT (-87.646466 41.838046),48
3/21/2018 17:31,1253,30,Halsted,SB,Cermak,Archer,0.4,S,,2,8,17,4,3,1253-201803212231,41.852646,-87.646685,41.847196,-87.646677,POINT (-87.646685 41.852646),POINT (-87.646677 41.847196),48
3/21/2018 17:31,1254,17,Halsted,SB,16th,Cermak,0.5,S,,2,22,17,4,3,1254-201803212231,41.859912,-87.646897,41.852646,-87.646685,POINT (-87.646897 41.859912),POINT (-87.646685 41.852646),48
3/21/2018 17:31,1255,15,Halsted,SB,Roosevelt,16th,0.5,S,,2,12,17,4,3,1255-201803212231,41.867152,-87.647109,41.859912,-87.646897,POINT (-87.647109 41.867152),POINT (-87.646897 41.859912),48
3/21/2018 17:31,1256,17,Halsted,SB,Harrison,Roosevelt,0.5,S,,2,15,17,4,3,1256-201803212231,41.874338,-87.647315,41.867152,-87.647109,POINT (-87.647315 41.874338),POINT (-87.647109 41.867152),48
3/21/2018 17:31,1257,18,Halsted,SB,Madison,Harrison,0.52,N,,2,16,17,4,3,1257-201803212231,41.881776,-87.647551,41.874338,-87.647315,POINT (-87.647551 41.881776),POINT (-87.647315 41.874338),46
3/21/2018 17:31,1258,17,Halsted,SB,Grand,Madison,0.65,N,,3,20,17,4,3,1258-201803212231,41.891185,-87.647807,41.881776,-87.647551,POINT (-87.647807 41.891185),POINT (-87.647551 41.881776),46
3/21/2018 17:31,1259,10,Halsted,SB,Chicago,Grand,0.35,N,,2,22,17,4,3,1259-201803212231,41.896397,-87.647935,41.891185,-87.647807,POINT (-87.647935 41.896397),POINT (-87.647807 41.891185),46
3/21/2018 17:31,1260,25,Halsted,SB,Division,Chicago,0.5,N,,1,3,17,4,3,1260-201803212231,41.903636,-87.648284,41.896397,-87.647935,POINT (-87.648284 41.903636),POINT (-87.647935 41.896397),46
3/21/2018 17:31,1261,24,Halsted,SB,North Ave,Division,0.5,N,,1,8,17,4,3,1261-201803212231,41.91092,-87.648463,41.903636,-87.648284,POINT (-87.648463 41.91092),POINT (-87.648284 41.903636),34
3/21/2018 17:31,1262,17,Halsted,SB,Armitage,North Ave,0.5,N,,1,7,17,4,3,1262-201803212231,41.91818,-87.648698,41.91092,-87.648463,POINT (-87.648698 41.91818),POINT (-87.648463 41.91092),34
3/21/2018 17:31,1263,13,Halsted,SB,Fullerton,Armitage,0.5,N,,4,17,17,4,3,1263-201803212231,41.925454,-87.64895,41.91818,-87.648698,POINT (-87.64895 41.925454),POINT (-87.648698 41.91818),34
3/21/2018 17:31,1285,10,Chicago,EB,Michigan,Lake Shore Dr,0.37,E,,5,15,17,4,3,1285-201803212231,41.896635,-87.624241,41.896736,-87.617048,POINT (-87.624241 41.896635),POINT (-87.617048 41.896736),11
3/21/2018 17:31,1286,14,Chicago,WB,Michigan,LaSalle,0.43,W,,4,36,17,4,3,1286-201803212231,41.896835,-87.624241,41.896714,-87.632709,POINT (-87.624241 41.896835),POINT (-87.632709 41.896714),36
3/21/2018 17:31,1287,16,Chicago,EB,LaSalle,Michigan,0.43,W,,3,19,17,4,3,1287-201803212231,41.896514,-87.632709,41.896635,-87.624241,POINT (-87.632709 41.896514),POINT (-87.624241 41.896635),11
3/21/2018 17:31,1288,12,Chicago,WB,LaSalle,Halsted,0.77,W,,7,94,17,4,3,1288-201803212231,41.896714,-87.632709,41.896497,-87.647745,POINT (-87.632709 41.896714),POINT (-87.647745 41.896497),11
3/21/2018 17:31,1289,20,Chicago,EB,Halsted,LaSalle,0.77,W,,4,47,17,4,3,1289-201803212231,41.896297,-87.647745,41.896514,-87.632709,POINT (-87.647745 41.896297),POINT (-87.632709 41.896514),46
3/21/2018 17:31,1290,14,Chicago,WB,Halsted,Milwaukee,0.4,W,,4,24,17,4,3,1290-201803212231,41.896497,-87.647745,41.896367,-87.655452,POINT (-87.647745 41.896497),POINT (-87.655452 41.896367),46
3/21/2018 17:31,1291,20,Chicago,EB,Milwaukee,Halsted,0.4,W,,3,11,17,4,3,1291-201803212231,41.896167,-87.655452,41.896297,-87.647745,POINT (-87.655452 41.896167),POINT (-87.647745 41.896297),46
3/21/2018 17:31,1222,14,Halsted,NB,Madison,Grand,0.65,N,,7,49,17,4,3,1222-201803212231,41.881776,-87.647171,41.891185,-87.647427,POINT (-87.647171 41.881776),POINT (-87.647427 41.891185),46
3/21/2018 17:31,1223,18,Halsted,NB,Grand,Chicago,0.35,N,,1,7,17,4,3,1223-201803212231,41.891185,-87.647427,41.896397,-87.647555,POINT (-87.647427 41.891185),POINT (-87.647555 41.896397),46
3/21/2018 17:31,1224,26,Halsted,NB,Chicago,Division,0.5,N,,3,8,17,4,3,1224-201803212231,41.896397,-87.647555,41.903636,-87.647904,POINT (-87.647555 41.896397),POINT (-87.647904 41.903636),46
3/21/2018 17:31,1225,19,Halsted,NB,Division,North Ave,0.5,N,,4,22,17,4,3,1225-201803212231,41.903636,-87.647904,41.91092,-87.648083,POINT (-87.647904 41.903636),POINT (-87.648083 41.91092),46
3/21/2018 17:31,1226,14,Halsted,NB,North Ave,Armitage,0.5,N,,2,15,17,4,3,1226-201803212231,41.91092,-87.648083,41.91818,-87.648318,POINT (-87.648083 41.91092),POINT (-87.648318 41.91818),11
3/21/2018 17:31,1227,17,Halsted,NB,Armitage,Fullerton,0.5,N,,2,14,17,4,3,1227-201803212231,41.91818,-87.648318,41.925454,-87.64857,POINT (-87.648318 41.91818),POINT (-87.64857 41.925454),34
3/21/2018 17:31,1228,23,Halsted,NB,Fullerton,Diversey,0.5,N,,2,13,17,4,3,1228-201803212231,41.925454,-87.64857,41.932719,-87.64882,POINT (-87.64857 41.925454),POINT (-87.64882 41.932719),34
3/21/2018 17:31,1229,24,Halsted,NB,Diversey,Belmont,0.5,N,,1,1,17,4,3,1229-201803212231,41.932719,-87.64882,41.939979,-87.649077,POINT (-87.64882 41.932719),POINT (-87.649077 41.939979),34
3/21/2018 17:31,1230,17,Halsted,NB,Belmont,Addison,0.5,N,,1,10,17,4,3,1230-201803212231,41.939979,-87.649077,41.947316,-87.649296,POINT (-87.649077 41.939979),POINT (-87.649296 41.947316),25
3/21/2018 17:31,1231,12,Halsted,NB,Addison,Irving Park,0.5,N,,2,5,17,4,3,1231-201803212231,41.947316,-87.649296,41.954562,-87.649509,POINT (-87.649296 41.947316),POINT (-87.649509 41.954562),39
3/21/2018 17:31,1232,19,Halsted,SB,107th,111th,0.5,S,,2,15,17,4,3,1232-201803212231,41.69964,-87.642797,41.692355,-87.642567,POINT (-87.642797 41.69964),POINT (-87.642567 41.692355),22
3/21/2018 17:31,1233,27,Halsted,SB,103rd,107th,0.5,S,,1,8,17,4,3,1233-201803212231,41.706916,-87.643023,41.69964,-87.642797,POINT (-87.643023 41.706916),POINT (-87.642797 41.69964),22
3/21/2018 17:31,1234,17,Halsted,SB,99th,103rd,0.5,S,,1,7,17,4,3,1234-201803212231,41.714215,-87.643194,41.706916,-87.643023,POINT (-87.643194 41.714215),POINT (-87.643023 41.706916),22
3/21/2018 17:31,1235,25,Halsted,SB,95th,99th,0.5,S,,1,8,17,4,3,1235-201803212231,41.721458,-87.643402,41.714215,-87.643194,POINT (-87.643402 41.721458),POINT (-87.643194 41.714215),13
3/21/2018 17:31,1236,30,Halsted,SB,91st,95th,0.5,S,,1,9,17,4,3,1236-201803212231,41.728767,-87.643606,41.721458,-87.643402,POINT (-87.643606 41.728767),POINT (-87.643402 41.721458),13
3/21/2018 17:31,1237,32,Halsted,SB,87th,91st,0.5,S,,1,9,17,4,3,1237-201803212231,41.736073,-87.643756,41.728767,-87.643606,POINT (-87.643756 41.736073),POINT (-87.643606 41.728767),13
3/21/2018 17:31,1238,25,Halsted,SB,83rd,87th,0.5,S,,1,4,17,4,3,1238-201803212231,41.743359,-87.644021,41.736073,-87.643756,POINT (-87.644021 41.743359),POINT (-87.643756 41.736073),13
3/21/2018 17:31,1239,-1,Halsted,SB,79th,83rd,0.5,S,,0,0,17,4,3,1239-201803212231,41.750643,-87.644233,41.743359,-87.644021,POINT (-87.644233 41.750643),POINT (-87.644021 41.743359),31
3/21/2018 17:31,1240,16,Halsted,SB,76th,79th,0.38,S,,1,10,17,4,3,1240-201803212231,41.756089,-87.644373,41.750643,-87.644233,POINT (-87.644373 41.756089),POINT (-87.644233 41.750643),31
3/21/2018 17:31,1241,20,Halsted,SB,71st,76th,0.62,S,,1,13,17,4,3,1241-201803212231,41.765201,-87.644601,41.756089,-87.644373,POINT (-87.644601 41.765201),POINT (-87.644373 41.756089),32
3/21/2018 17:31,1242,29,Halsted,SB,67th,71st,0.5,S,,1,3,17,4,3,1242-201803212231,41.772472,-87.644787,41.765201,-87.644601,POINT (-87.644787 41.772472),POINT (-87.644601 41.765201),32
3/21/2018 17:31,1243,17,Halsted,SB,63rd,67th,0.5,S,,2,17,17,4,3,1243-201803212231,41.779751,-87.644977,41.772472,-87.644787,POINT (-87.644977 41.779751),POINT (-87.644787 41.772472),2
3/21/2018 17:31,1244,23,Halsted,SB,59th,63rd,0.5,S,,2,13,17,4,3,1244-201803212231,41.787025,-87.64516,41.779751,-87.644977,POINT (-87.64516 41.787025),POINT (-87.644977 41.779751),2
3/21/2018 17:31,1245,20,Halsted,SB,55th,59th,0.5,S,,3,18,17,4,3,1245-201803212231,41.794301,-87.64535,41.787025,-87.64516,POINT (-87.64535 41.794301),POINT (-87.64516 41.787025),4
3/21/2018 17:31,1246,25,Halsted,SB,51st,55th,0.5,S,,2,22,17,4,3,1246-201803212231,41.801585,-87.645536,41.794301,-87.64535,POINT (-87.645536 41.801585),POINT (-87.64535 41.794301),4
3/21/2018 17:31,1247,27,Halsted,SB,47th,51st,0.5,S,,1,4,17,4,3,1247-201803212231,41.808864,-87.645729,41.801585,-87.645536,POINT (-87.645729 41.808864),POINT (-87.645536 41.801585),4
3/21/2018 17:31,1280,20,Columbus,NB,Randolph,Illinois,0.45,N,,3,12,17,4,3,1280-201803212231,41.884414,-87.620542,41.891002,-87.620124,POINT (-87.620542 41.884414),POINT (-87.620124 41.891002),36
3/21/2018 17:31,493,28,Archer,EB,Narragansett,Austin,0.51,S,,1,2,17,4,3,0493-201803212231,41.79222779,-87.78178957,41.79406784,-87.77208272,POINT (-87.7817895727 41.7922277907),POINT (-87.772082715 41.7940678353),15
3/21/2018 17:31,494,24,Archer,EB,Austin,Central,0.51,S,,1,2,17,4,3,0494-201803212231,41.79406784,-87.77208272,41.79557417,-87.76240302,POINT (-87.772082715 41.7940678353),POINT (-87.7624030192 41.7955741737),6
3/21/2018 17:31,495,16,Archer,EB,Central,Laramie,0.51,S,,1,4,17,4,3,0495-201803212231,41.79557417,-87.76240302,41.79708861,-87.75265737,POINT (-87.7624030192 41.7955741737),POINT (-87.7526573727 41.7970886104),6
3/21/2018 17:31,496,30,Archer,EB,Laramie,Cicero,0.51,S,,1,6,17,4,3,0496-201803212231,41.79708861,-87.75265737,41.79850045,-87.74290345,POINT (-87.7526573727 41.7970886104),POINT (-87.7429034455 41.7985004459),6
3/21/2018 17:31,976,33,Pershing,WB,Halsted,Ashland,1,W,,1,4,17,4,3,0976-201803212231,41.82359009,-87.64595204,41.82327531,-87.66551,POINT (-87.64595204 41.82359009),POINT (-87.66551 41.82327531),48
3/21/2018 17:31,977,-1,Pershing,WB,Dan Ryan Expy,Halsted,0.8,W,,0,0,17,4,3,0977-201803212231,41.82391453,-87.63050842,41.82359009,-87.64595204,POINT (-87.63050842 41.82391453),POINT (-87.64595204 41.82359009),9
3/21/2018 17:31,978,16,Pershing,WB,State,Dan Ryan Expy,0.38,W,,1,3,17,4,3,0978-201803212231,41.82401853,-87.62644842,41.82391453,-87.63050842,POINT (-87.62644842 41.82401853),POINT (-87.63050842 41.82391453),9
3/21/2018 17:31,979,18,Pershing,WB,Dr Martin L King Jr,State,0.54,E,,1,8,17,4,3,0979-201803212231,41.82407853,-87.61699842,41.82401853,-87.62644842,POINT (-87.61699842 41.82407853),POINT (-87.62644842 41.82401853),10
3/21/2018 17:31,980,-1,Pershing,WB,Cottage Grove,Dr Martin L King Jr,0.52,E,,0,0,17,4,3,0980-201803212231,41.82407853,-87.60689442,41.82407853,-87.61699842,POINT (-87.60689442 41.82407853),POINT (-87.61699842 41.82407853),10
3/21/2018 17:31,985,30,Torrence,SB,107th,112th,0.62,S,,1,6,17,4,3,0985-201803212231,41.7009777,-87.5597578,41.69194211,-87.55964533,POINT (-87.5597578004 41.700977697),POINT (-87.559645328 41.6919421101),47
3/21/2018 17:31,986,23,Torrence,SB,103rd,107th,0.5,S,,3,12,17,4,3,0986-201803212231,41.70816921,-87.55984874,41.7009777,-87.5597578,POINT (-87.5598487355 41.7081692089),POINT (-87.5597578004 41.700977697),37
3/21/2018 17:31,987,25,Torrence,SB,99th,103rd,0.5,S,,3,12,17,4,3,0987-201803212231,41.7154067,-87.5599585,41.70816921,-87.55984874,POINT (-87.5599585029 41.7154067044),POINT (-87.5598487355 41.7081692089),47
3/21/2018 17:31,994,-1,Touhy,EB,Oriole,Harlem,0.5,W,,0,0,17,4,3,0994-201803212231,42.01132191,-87.81632773,42.01157945,-87.80657824,POINT (-87.8163277341 42.0113219108),POINT (-87.8065782442 42.0115794459),29
3/21/2018 17:31,997,24,Touhy,EB,Caldwell,Lehigh,0.79,W,outside city limits,1,12,17,4,3,0997-201803212231,42.0118013,-87.7888441,42.01172704,-87.77340856,POINT (-87.788844102 42.0118012997),POINT (-87.7734085578 42.0117270439),27
3/21/2018 17:31,1000,-1,Touhy,EB,Crawford,Kedzie,1,W,outside city limits,0,0,17,4,3,1000-201803212231,42.01159851,-87.72859889,42.01171965,-87.70905674,POINT (-87.7285988897 42.0115985088),POINT (-87.7090567368 42.0117196518),42
3/21/2018 17:31,1001,27,Touhy,EB,Kedzie,California,0.47,W,,1,9,17,4,3,1001-201803212231,42.01171965,-87.70905674,42.01197638,-87.69974663,POINT (-87.7090567368 42.0117196518),POINT (-87.6997466265 42.0119763841),42
